state_code,LGD_ST_Code,state_name,district_code,LGD_Dist_Code,district_name,total_no_of_job_cards_issued,total_no_of_workers,total_no_of_active_job_cards,total_no_of_active_workers,sc_worker_percentage_against_acive_workers,st_worker_percentage_against_active_workers,approved_labour_budget,persondays_of_central_liability_so_far,sc_persondays_percentage_of_total,st_persondays_percentage_of_total,women_persondays_percentage_of_total,average_days_employment_per_household,average_wage_rate_per_day_per_person,total_no_of_HHs_completed_100_days,total_households_worked,total_individuals_worked,differently_abled_persons_worked,no_of_GPs_with_NIL_expenditure,total_no_of_works_taken_up_new_and_spillover,no_of_ongoing_works,no_of_completed_works,percentage_of_NRM_expenditure_in_MWC_blocks,percentage_of_category_B_works,percentage_expenditure_on_agriculture_and_allied_works,total_expenditure,wages,material_and_skilled_wages,total_admin_expenditure,district_normalized,Total_AWCs,Total_Children
28,11,SIKKIM,2806,741.0,PAKYONG,13005,16518,10667,13736,852,3639,620000,390317,24051,103031,240579,48,266.324363402055,47,8056,8411,30,0,1478,964,514,82.58,79,70.0,1514.977728802,1039.5092655,471.968463302,3.5,PAKYONG,,
29,33,TAMIL NADU,2901,574.0,KANCHIPURAM,142404,179024,129330,157888,57414,2576,1500000,2061341,789878,38609,1800304,23,294.960764444117,462,87083,90497,1054,0,9381,3129,6252,64.83,61,47.8,8104.6343993,6080.1471714,1681.5412079,342.94602,KANCHIPURAM,,
29,33,TAMIL NADU,2902,589.0,TIRUVALLUR,313285,381085,268207,315455,119122,8931,6400000,6957998,2491915,233222,6325059,33,245.380176070762,341,208499,215014,2676,0,24080,11722,12358,72.56,49,41.25,21924.3385638981,17073.5477434001,4241.133950498,609.65687,TIRUVALLUR,,
29,33,TAMIL NADU,2903,570.0,CUDDALORE,474554,746875,423449,684798,254807,3571,7500000,7376360,2644336,43727,5971545,22,264.974782553996,114,333899,401154,5865,0,23646,12663,10983,70.15,50,64.68,27161.8221241949,19545.4938703999,7055.242033795,561.08622,CUDDALORE,,
29,33,TAMIL NADU,2904,596.0,VILLUPURAM,460695,643307,429192,598923,176000,6916,8100000,8401175,2431589,113955,6907313,23,257.12462585055,397,350171,387334,9756,0,24511,9129,15382,63.33,58,56.45,28340.4269729929,21601.4897857999,6192.701337193,546.23585,VILLUPURAM,,
29,33,TAMIL NADU,2905,595.0,VELLORE,148523,188755,134267,157805,38406,4712,1600000,2219577,605792,61516,1973778,23,277.594184216182,25,95581,100730,1366,0,14703,5472,9231,58.99,68,33.15,8967.75751110001,6161.41666620001,2512.5704349,293.77041,VELLORE,,
29,33,TAMIL NADU,2906,593.0,TIRUVANNAMALAI,532534,672154,504370,641750,145570,27570,11000000,12368437,2805594,391722,10328041,29,207.100099713487,738,421476,458732,15716,0,24803,10500,14303,69.87,45,64.03,33579.1101870638,25615.0453599998,7201.697877064,762.36695,TIRUVANNAMALAI,,
29,33,TAMIL NADU,2907,584.0,SALEM,435364,526393,340614,420293,79843,30130,3000000,3794881,700499,319712,3379701,19,280.36786334275,140,192678,202983,3017,0,19400,6652,12748,58.02,52,31.5,18182.876013975,10639.6267761,6948.583637875,594.6656,SALEM,,
29,33,TAMIL NADU,2908,580.0,NAMAKKAL,221191,277252,182826,228145,63736,20770,2100000,2973669,798868,231916,2648266,26,289.108945766997,225,112345,118453,2646,0,11805,4513,7292,79.96,28,56.27,11161.996005653,8597.1430965,2073.696149153,491.15676,NAMAKKAL,,
29,33,TAMIL NADU,2909,571.0,DHARMAPURI,279277,316836,244703,279973,38022,8500,4100000,4443376,595138,151313,4105233,23,285.384030797754,247,187645,198412,2114,0,18080,7179,10901,78.11,57,72.29,16119.2999145,12680.6855323,3037.8035622,400.81082,DHARMAPURI,,
29,33,TAMIL NADU,2910,573.0,ERODE,189823,221527,138576,160847,44972,2917,2000000,2133961,549281,24752,1794370,27,297.205877942474,348,76580,78836,1787,0,11679,4176,7503,73.93,54,61.52,8748.486918738,6342.257525,2053.721643738,352.50775,ERODE,,
29,33,TAMIL NADU,2911,569.0,COIMBATORE,110192,123351,75460,84468,29155,1878,600000,941173,356516,23253,862484,28,314.333524771748,63,33321,33924,157,0,8109,2694,5415,71.0,53,70.04,4882.076559328,2958.4222651,1683.136134228,240.51816,COIMBATORE,,
29,33,TAMIL NADU,2912,587.0,THE NILGIRIS,56267,68699,31918,40588,11914,4059,400000,370797,113609,58463,295519,27,332.877589705418,41,13317,14321,169,0,5215,1974,3241,28.19,87,28.04,1794.2273198,1234.3001163,409.1050135,150.82219,THE NILGIRIS,,
29,33,TAMIL NADU,2913,586.0,THANJAVUR,294647,386923,268823,358253,113297,129,3300000,5204031,1536710,3129,4456652,24,250.290085289653,379,208966,239396,3024,0,18363,7981,10382,71.03,47,72.37,16998.014705003,13025.1736284,3325.746836603,647.09424,THANJAVUR,,
29,33,TAMIL NADU,2914,579.0,NAGAPATTINAM,119874,179532,107117,164391,81866,246,1100000,989007,436525,921,790628,15,296.129921598128,46,64457,73710,482,0,9334,2712,6622,40.16,72,38.0,4720.0506828,2928.7456537,1618.3446791,172.96035,NAGAPATTINAM,,
29,33,TAMIL NADU,2915,590.0,TIRUVARUR,194633,284741,176731,263308,139535,38,1300000,1196085,556066,124,925660,13,285.446273776529,20,86440,101262,1092,0,13735,4618,9117,36.16,50,37.73,6518.461401301,3414.1800637,2612.119027601,492.16231,TIRUVARUR,,
29,33,TAMIL NADU,2916,591.0,TIRUCHIRAPPALLI,325438,404687,303466,376035,82853,5134,3300000,4598346,959448,50234,4015232,19,282.299044051927,128,238785,255474,4914,0,14969,5118,9851,69.31,44,56.6,16868.311846037,12981.0868002,3401.754435837,485.47061,TIRUCHIRAPPALLI,,
29,33,TAMIL NADU,2917,576.0,KARUR,143594,178900,125062,156486,36768,26,2200000,2582841,593893,345,2263341,30,296.676843506821,283,83504,89106,1529,0,8513,3014,5499,91.68,60,57.51,8766.4930384,7662.6911516,847.0695568,256.73233,KARUR,,
29,33,TAMIL NADU,2918,581.0,PERAMBALUR,143724,199152,123748,176346,55543,497,1900000,1754174,516301,7495,1472060,18,286.320186344114,48,94982,106806,1185,0,4538,2377,2161,68.22,55,59.69,6351.33990006,5022.5542656,1182.99585446,145.78978,PERAMBALUR,,
29,33,TAMIL NADU,2919,582.0,PUDUKKOTTAI,335366,477801,295830,426996,82474,112,6000000,6643666,1178538,6262,6001087,28,264.224819098384,206,232427,250227,1612,0,18207,9353,8854,80.41,42,52.05,23219.9825260009,17554.2144700009,5047.48806600001,618.27999,PUDUKKOTTAI,,
29,33,TAMIL NADU,2920,578.0,MADURAI,294382,351777,267873,312579,64691,644,5400000,6511571,1351042,10618,5768086,29,275.721686396418,154,222246,237557,4069,0,20147,7347,12800,67.3,53,59.61,25212.0202011651,17953.8133721001,6733.764889065,524.44194,MADURAI,,
29,33,TAMIL NADU,2921,588.0,THENI,116943,138918,86005,104829,25508,209,1100000,1195610,285469,4197,1002268,21,306.516287744331,63,55910,60370,992,0,6779,2639,4140,69.81,51,58.85,4788.0963047,3664.7393879,937.4230768,185.93384,THENI,,
29,33,TAMIL NADU,2922,572.0,DINDIGUL,317766,381029,285839,346748,84019,397,4600000,6670588,1616830,6433,5761516,32,306.02905341778,678,206832,221412,4034,0,23909,8995,14914,82.81,67,64.17,27175.7068495,20413.9373138,6100.0686757,661.70086,DINDIGUL,,
29,33,TAMIL NADU,2923,583.0,RAMANATHAPURAM,224446,273666,199970,246794,63032,27,3600000,4589484,1120381,353,4045908,29,246.775020052362,181,156492,168124,4129,0,18460,8117,10343,65.61,56,57.81,15675.00454,11325.7000613,3874.5620387,474.74244,RAMANATHAPURAM,,
29,33,TAMIL NADU,2924,597.0,VIRUDHUNAGAR,249664,302419,218566,268526,76558,169,4900000,4587160,1288935,2114,3958973,29,266.538446221627,388,153532,164403,3656,0,10350,5573,4777,83.62,28,46.94,15833.4046507,12226.5449897,3236.050171,370.80949,VIRUDHUNAGAR,,
29,33,TAMIL NADU,2925,585.0,SIVAGANGAI,203585,240687,187220,222699,45926,19,4200000,4893633,990322,307,4463488,33,271.102070561886,190,145323,152442,2387,0,16033,9790,6243,72.44,34,71.3,20737.1485573998,13266.7403886997,6892.66250870001,577.74566,SIVAGANGAI,,
29,33,TAMIL NADU,2926,592.0,TIRUNELVELI,120885,140550,97424,114875,34045,140,1800000,1565739,406370,1768,1421703,30,290.75972356823,251,51140,52825,411,0,8242,3638,4604,63.13,43,42.8,7668.48681670597,4552.53838819997,2836.981678506,278.96675,TIRUNELVELI,,
29,33,TAMIL NADU,2927,594.0,THOOTHUKKUDI,173385,215531,152337,180782,59530,163,3100000,3443633,1119531,1904,3047271,29,268.118643214884,180,115296,122469,1998,0,10845,5918,4927,61.61,30,58.24,12959.6589895,9233.0220769,3337.0887626,389.54815,THOOTHUKKUDI,,
29,33,TAMIL NADU,2928,575.0,KANNIYAKUMARI,77645,96271,39672,49868,4168,442,600000,882426,72638,12649,729904,36,301.171769100185,63,24376,25689,389,1,5109,1275,3834,64.07,67,64.79,3530.953055106,2657.6179952,667.602849905999,205.73221,KANNIYAKUMARI,,
29,33,TAMIL NADU,2930,577.0,KRISHNAGIRI,297688,335989,257172,288674,38982,2838,4400000,5083441,687001,48141,4656821,28,274.890554252523,322,179207,187309,2282,0,17139,7186,9953,71.11,64,51.69,19864.1062251,13973.89914,5373.99935509996,516.20773,KRISHNAGIRI,,
29,33,TAMIL NADU,2931,610.0,ARIYALUR,190261,263509,178585,250562,55297,2954,2200000,2745328,578422,34339,2202740,18,280.631560899098,367,147765,174468,1401,0,8727,3133,5594,68.83,48,65.14,10553.2408957,7704.2568182,2634.1161175,214.86796,ARIYALUR,,
29,33,TAMIL NADU,2932,634.0,TIRUPPUR,176769,227412,133246,157470,61647,212,2500000,2692246,961833,1627,2333804,36,280.449986305115,1171,73140,75692,525,0,10422,3968,6454,81.05,40,41.67,9576.670042918,7550.4035383,1744.234754618,282.03175,TIRUPPUR,,
29,33,TAMIL NADU,2933,730.0,CHENGALPATTU,213743,270116,190478,231385,99979,4230,3000000,4349213,1848266,92954,3850700,31,303.433462460907,723,139359,145594,2988,0,16515,6636,9879,72.09,55,40.09,15930.9089335899,13196.9675956999,2330.13031789,403.81102,CHENGALPATTU,,
29,33,TAMIL NADU,2934,731.0,Ranipet,185437,251271,160422,222131,55173,2457,2800000,4036969,1028544,58717,3640238,29,279.635933315316,361,134958,145781,1882,0,11672,4350,7322,69.5,53,46.92,13816.7523523,11288.8159408,2243.3886015,284.54781,RANIPET,,
29,33,TAMIL NADU,2935,732.0,TIRUPATHUR,144247,168079,131405,152311,25946,5259,1900000,2268276,418991,51338,2074147,24,278.428152887921,35,92970,98478,1132,0,12774,3928,8846,69.75,66,40.91,7655.09374860002,6315.51896920002,1088.6779194,250.89686,TIRUPATHUR,,
29,33,TAMIL NADU,2936,733.0,TENKASI,162308,214912,137444,186439,61066,76,2000000,1887730,550543,483,1537549,22,293.774852235224,97,84985,93981,1494,0,9640,3274,6366,63.87,53,31.08,7693.84823487999,5545.6760181,1923.99934678,224.17287,TENKASI,,
29,33,TAMIL NADU,2937,729.0,KALLAKURICHI,318736,536434,299048,512461,160747,21370,3100000,5575959,1714884,211224,4207372,22,286.635312616179,313,243090,315226,3733,0,20795,8609,12186,58.42,46,51.54,24520.3692758,15982.667511,8119.94195480003,417.75981,KALLAKURICHI,,
29,33,TAMIL NADU,2938,735.0,MAYILADUTHURAI,159341,234625,150514,224721,101760,263,1400000,1362571,626211,919,1068421,14,271.821029333518,18,96379,120150,725,0,10533,5078,5455,51.37,63,51.64,5669.2381775,3703.7545176,1781.2896099,184.19405,MAYILADUTHURAI,,
30,16,TRIPURA,3001,272.0,WEST TRIPURA,99993,159472,88386,139954,28494,55350,3765576,2432314,381836,1316217,1324051,32,220.96113436012,406,74133,86149,1267,3,11102,6651,4451,64.97,54,60.97,7677.608133684,5374.4686056,1675.647038084,627.49249,WEST TRIPURA,,
30,16,TRIPURA,3002,271.0,SOUTH TRIPURA,104337,196429,96338,185008,25507,71157,5065374,3341517,404190,1571929,1846467,38,230.723271074186,730,87104,109120,863,0,15325,10411,4914,70.04,58,61.14,9594.80592107499,7709.65732589999,1133.770315175,751.37828,SOUTH TRIPURA,,
30,16,TRIPURA,3003,270.0,NORTH TRIPURA,85098,143423,76550,132211,20806,43368,3661900,2224261,294285,1079673,1097903,34,223.11049591752,2124,65053,91054,480,0,13678,5904,7774,65.57,73,64.73,6400.05147749998,4962.55974759998,917.1870899,520.30464,NORTH TRIPURA,,
30,16,TRIPURA,3004,269.0,DHALAI,98527,169551,95504,165359,23551,109513,7319336,4880151,535553,3614748,2483569,53,230.596589835029,7079,90567,129318,1258,0,17619,8234,9385,72.12,89,64.78,13282.0083104001,11253.4617848001,1471.4483756,557.09815,DHALAI,,
30,16,TRIPURA,3005,655.0,Unakoti,60580,102574,55173,94977,17531,24886,2442219,1748904,224418,780637,928286,37,224.184027127847,2607,46592,64629,790,0,7524,3875,3649,68.66,69,64.64,4836.6929,3920.7634178,535.7698622,380.15962,UNAKOTI,,
30,16,TRIPURA,3006,652.0,Khowai,75957,125684,71232,118772,23812,58007,4225555,2545124,340917,1664632,1254978,39,236.840791698165,1763,64328,75828,791,0,13525,7418,6107,78.59,86,71.03,7759.6825552,6027.8918313,1241.0278739,490.76285,KHOWAI,,
30,16,TRIPURA,3007,653.0,Sepahijala,87320,146932,80590,135827,24982,41204,3155814,2426327,312044,1091330,1276201,37,230.932631055089,1580,65383,82159,1227,0,10953,5199,5754,74.5,81,70.79,8010.91337710001,5603.18077910001,1711.795458,695.93714,SEPAHIJALA,,
30,16,TRIPURA,3008,654.0,Gomati,99784,180859,91701,169254,28046,78043,5364226,3512202,379635,2255281,1976716,43,232.865972577887,4040,80356,105074,723,0,19845,8384,11461,72.49,79,61.69,10442.071254,8178.7233462,1549.7468778,713.60103,GOMATI,,
31,9,UTTAR PRADESH,3109,132.0,BIJNOR,274671,382426,186622,272903,116874,1103,2729399,3026030,1160978,11490,1025093,26,250.56510348212,886,112252,135119,292,1,28504,21363,7141,79.26,13,61.5,10405.99145761,7582.1752009,2516.74453671,307.07172,BIJNOR,,
31,9,UTTAR PRADESH,3110,171.0,MORADABAD,196998,273616,108020,148864,31099,115,2467287,2299196,419542,1261,633576,37,255.836598584896,594,60596,70276,225,9,22808,15747,7061,59.19,24,44.06,7736.44187958799,5882.18484119999,1471.922618388,382.33442,MORADABAD,,
31,9,UTTAR PRADESH,3111,176.0,RAMPUR,180496,234109,112593,150131,35439,70,2860182,3731859,722329,2311,1043734,49,251.456993276005,2318,75283,87588,131,2,21769,13999,7770,78.68,16,63.07,11507.425774313,9384.02043469999,1833.317179613,290.08816,RAMPUR,,
31,9,UTTAR PRADESH,3112,177.0,SAHARANPUR,166967,231429,85871,128778,66372,281,1167663,1301180,584834,2924,528373,27,252.522793087813,596,48166,56294,19,4,19617,15344,4273,76.14,23,73.08,4453.2727359,3285.7760791,970.6132068,196.88345,SAHARANPUR,,
31,9,UTTAR PRADESH,3114,172.0,MUZAFFARNAGAR,79406,100914,31326,42258,11868,81,617080,416556,104872,1011,158781,33,245.39700892557,202,12342,14492,14,11,8540,4319,4221,73.48,7,60.67,1303.359428189,1022.2159645,254.349443689,26.79402,MUZAFFARNAGAR,,
31,9,UTTAR PRADESH,3115,169.0,MEERUT,49401,58845,22382,26879,12007,139,508143,385931,187135,3124,140884,36,248.715819174931,65,10625,11621,47,7,6717,4070,2647,65.65,14,36.57,1369.4857564,959.871448100002,398.9825883,10.63172,MEERUT,,
31,9,UTTAR PRADESH,3116,145.0,GHAZIABAD,13143,19389,29,49,13,0,71,250,67,0,119,13,869.2992,0,18,21,0,143,28,23,5,97.14,17,10.77,2.173248,2.173248,0.0,0.0,GHAZIABAD,,
31,9,UTTAR PRADESH,3117,134.0,BULANDSHAHR,94338,120845,39666,51634,10725,74,484406,736401,141000,1091,284294,40,241.242896601173,804,18313,19399,85,41,12898,11962,936,78.41,9,69.75,2416.1392885,1776.515103,584.1656855,55.4585,BULANDSHAHR,,
31,9,UTTAR PRADESH,3118,119.0,ALIGARH,203341,259341,122180,159956,39234,210,1865659,1997318,465738,2678,618475,34,244.956239341958,1070,58716,66133,178,5,22910,17736,5174,78.38,20,69.5,7607.88415383501,4892.55506050001,2445.688423335,269.64067,ALIGARH,,
31,9,UTTAR PRADESH,3119,167.0,MATHURA,145973,194168,89818,120904,36673,231,1989601,2507978,663279,4844,1064438,45,247.31895998689,2820,55194,66833,67,15,17883,12397,5486,77.44,18,64.16,7584.57266290001,6202.70510630001,1203.5094266,178.35813,MATHURA,,
31,9,UTTAR PRADESH,3120,118.0,AGRA,190809,269110,123972,181833,54122,758,2715934,3389224,947658,13223,1380731,45,249.203258672193,2885,75067,94390,170,2,21262,14797,6465,77.77,33,48.53,11268.761593372,8446.05665170004,2467.203091672,355.50185,AGRA,,
31,9,UTTAR PRADESH,3121,143.0,FIROZABAD,167088,213080,109633,139142,35385,215,3172065,3817232,980847,5183,1586012,51,247.476076266782,2834,74546,77959,243,2,21940,14737,7203,72.3,19,65.8,11629.405814607,9446.73597559999,2046.069369007,136.60047,FIROZABAD,,
31,9,UTTAR PRADESH,3122,138.0,ETAH,150816,188365,84046,106468,21111,58,1828262,2069817,385852,1647,739247,46,249.929805147027,2377,44431,48509,156,9,17298,12011,5287,74.68,11,60.24,8624.27246166603,5173.08959500003,3256.077626666,195.10524,ETAH,,
31,9,UTTAR PRADESH,3123,166.0,MAINPURI,204449,261090,125484,165420,43904,327,3337790,4753159,1200396,9249,1617328,57,250.692801997577,6895,83165,95017,185,2,25634,13144,12490,63.42,19,56.68,19618.526266346,11915.8274805,7388.20906584599,314.48972,MAINPURI,,
31,9,UTTAR PRADESH,3124,133.0,BUDAUN,241664,308782,138518,180807,36101,166,2570220,2132454,384017,1726,381895,36,250.727865782802,966,58685,63295,343,22,27585,18677,8908,63.06,26,58.03,7128.466153608,5346.656403,1446.529000608,335.28075,BUDAUN,,
31,9,UTTAR PRADESH,3125,130.0,BAREILLY,290457,399980,165903,244918,55219,171,2366038,2169702,449000,1378,396164,29,251.276814760737,622,73512,86008,324,12,34546,23110,11436,68.15,31,50.81,8061.179053213,5451.9580754,2360.512547813,248.70843,BAREILLY,,
31,9,UTTAR PRADESH,3126,173.0,PILIBHIT,262139,389712,140440,222417,40219,629,1936233,1680770,305612,8133,344745,25,251.616600058305,362,66628,79116,592,2,27271,19843,7428,57.18,33,40.91,7030.52735672497,4229.09632879997,2453.972587925,347.45844,PILIBHIT,,
31,9,UTTAR PRADESH,3127,180.0,SHAHJAHANPUR,351769,464857,164078,233723,68539,88,2595856,2982082,834957,1552,600682,36,246.183723116937,2283,82292,94482,890,3,28806,18335,10471,70.99,24,69.1,10591.955708794,7341.400494,2779.538394794,471.01682,SHAHJAHANPUR,,
31,9,UTTAR PRADESH,3128,159.0,KHERI,558339,775767,251074,375791,140072,6578,4569134,4650189,1774698,41631,1287135,38,252.061585597919,3491,121929,145026,406,1,51896,29526,22370,78.97,30,48.66,17123.5004515,11721.3401267,4747.2692048,654.89112,KHERI,,
31,9,UTTAR PRADESH,3129,183.0,SITAPUR,690845,959372,327915,479172,190884,398,6065557,6204971,2393086,8183,1920725,41,251.721886687303,3444,150218,179319,968,17,59816,38859,20957,67.33,34,49.08,22516.786242196,15619.2700696,6155.471412596,742.04476,SITAPUR,,
31,9,UTTAR PRADESH,3130,150.0,HARDOI,466431,618356,238082,325512,108795,474,5642043,5151806,1670694,5479,1826489,41,251.161872269647,4832,124645,138828,758,15,48979,28550,20429,70.15,21,50.12,18395.119343753,12939.3724053,4797.116818453,658.63012,HARDOI,,
31,9,UTTAR PRADESH,3131,186.0,UNNAO,280883,366766,122869,164038,60609,294,2358767,2500041,873720,4083,871062,44,251.726264373264,2601,56274,61465,175,4,28745,20832,7913,61.02,27,49.37,8473.124915102,6293.2598171,1938.980178002,240.88492,UNNAO,,
31,9,UTTAR PRADESH,3132,162.0,LUCKNOW,135743,202666,49728,74270,48575,226,614595,418894,282695,1147,131026,27,252.498897549261,266,15246,16953,102,5,13314,9638,3676,71.97,15,66.5,1872.458623272,1057.7027319,635.470781372,179.28511,LUCKNOW,,
31,9,UTTAR PRADESH,3133,175.0,RAE BARELI,310097,448619,155690,246643,126849,152,2193866,1891041,1046914,944,855111,30,244.532807120523,690,62015,71254,223,3,29734,22886,6848,59.9,13,47.05,7265.69803567501,4624.21564110001,2048.662574575,592.81982,RAE BARELI,,
31,9,UTTAR PRADESH,3134,141.0,FARRUKHABAD,113993,144004,69618,92280,22722,8,1321041,1394532,327233,136,356385,44,249.637562694868,1273,31119,34091,86,3,13953,10396,3557,93.25,17,57.75,4492.437728786,3481.2756958,768.436902986,242.72513,FARRUKHABAD,,
31,9,UTTAR PRADESH,3135,139.0,ETAWAH,141236,171104,78925,100047,36605,138,1355956,1369718,476104,1486,404235,36,251.421994921583,1128,37131,40476,128,2,14162,9735,4427,72.08,31,71.81,5691.95392240801,3443.77232040001,1765.399822008,482.78178,ETAWAH,,
31,9,UTTAR PRADESH,3136,156.0,KANPUR DEHAT,161945,210785,80071,109732,45346,112,1313746,989353,366261,1107,309378,32,252.336782867187,433,30075,33622,156,5,21807,16962,4845,59.67,30,44.33,3701.935781428,2496.5015314,1121.720910028,83.71334,KANPUR DEHAT,,
31,9,UTTAR PRADESH,3137,157.0,KANPUR NAGAR,125743,168772,55992,80547,33612,866,694320,557970,203143,4603,167022,30,239.918288223381,151,18178,20119,99,20,12465,9392,3073,64.53,24,41.55,1949.769304632,1338.6720728,455.620391832,155.47684,KANPUR NAGAR,,
31,9,UTTAR PRADESH,3138,151.0,JALAUN,233004,336257,179483,264180,83865,77,5155903,4904518,1374260,2259,1901368,43,244.265139630438,879,111513,142802,611,2,30529,21093,9436,76.82,41,71.35,19330.301798223,11980.0277409,7070.28950732301,279.98455,JALAUN,,
31,9,UTTAR PRADESH,3139,153.0,JHANSI,197646,306295,106914,171207,57033,1352,2395550,2571105,816769,23169,1012574,50,252.932367371228,2823,51103,67440,637,0,23719,14819,8900,75.4,46,64.16,9591.992185413,6503.1567441,2900.947071313,187.88837,JHANSI,,
31,9,UTTAR PRADESH,3140,161.0,LALITPUR,196215,320828,129818,221065,56328,15659,2676942,2960693,668377,155732,1266056,41,249.194009176229,4078,71807,99602,185,1,25120,16621,8499,78.57,44,53.01,9792.47313477098,7377.86958609998,2155.392498671,259.21105,LALITPUR,,
31,9,UTTAR PRADESH,3141,149.0,HAMIRPUR,183458,293409,116967,188878,41977,83,3025971,3541115,701079,1981,1482744,50,250.06338114125,2394,70072,96089,171,0,19895,12642,7253,87.78,49,56.7,11865.42872085,8855.03189909998,2688.69442175,321.7024,HAMIRPUR,,
31,9,UTTAR PRADESH,3142,128.0,BANDA,247360,382527,124823,201145,47965,46,1925999,1714649,413626,678,766475,43,250.576853344328,2519,39181,52074,336,2,25216,15483,9733,73.11,61,50.48,6446.66768683099,4296.51351009999,1797.900306731,352.25387,BANDA,,
31,9,UTTAR PRADESH,3143,142.0,FATEHPUR,293318,375760,151113,200339,73452,127,2459516,1683258,623722,1143,640144,35,254.639153760148,1129,46788,50865,267,9,23537,17432,6105,78.61,33,57.05,6986.835864111,4286.2339268,2443.529747311,257.07219,FATEHPUR,,
31,9,UTTAR PRADESH,3144,174.0,PRATAPGARH,382483,493344,195899,253535,96069,547,4245556,3080083,1177784,8115,1594477,40,253.693512645601,3701,76455,80333,311,21,37477,18351,19126,83.76,30,44.28,12141.52739157,7813.97075510001,3851.95396647,475.60267,PRATAPGARH,,
31,9,UTTAR PRADESH,3145,120.0,PRAYAGRAJ,488179,673746,223616,324722,153200,140,3662353,3112018,1489672,1654,1458506,35,250.092618625599,2585,87440,103380,373,1,40494,24363,16131,74.46,28,54.27,11402.369205612,7782.92730829999,3028.951797312,590.4901,PRAYAGRAJ,,
31,9,UTTAR PRADESH,3146,125.0,BAHRAICH,506033,639174,283697,355844,72121,2515,6819678,6431816,1271798,50679,2925811,43,248.172511013997,2863,148271,167023,474,15,50268,35586,14682,73.71,52,45.46,22191.920698242,15961.999271,5662.496107242,567.42532,BAHRAICH,,
31,9,UTTAR PRADESH,3147,147.0,GONDA,359937,470785,158841,204926,51598,272,2936535,3268821,866194,6122,1353278,44,250.614086485617,1414,72765,77987,223,6,30746,21688,9058,68.91,28,59.31,10422.047338616,8192.12588800002,1767.760760616,462.16069,GONDA,,
31,9,UTTAR PRADESH,3148,129.0,BARABANKI,388042,507132,206297,281330,123396,137,4801864,4338119,1852367,3519,1446414,43,254.309988577999,3022,99759,114690,340,3,35714,22611,13103,79.14,22,55.75,15728.502704306,11032.2699334,4026.179850906,670.05292,BARABANKI,,
31,9,UTTAR PRADESH,3149,140.0,AYODHYA,239673,320177,131629,185869,72825,268,2610257,2672278,1044457,4527,1298038,39,255.780792106959,1164,68388,75488,98,11,27068,17918,9150,85.18,18,42.55,10051.312427758,6835.17383570001,2563.544282058,652.59431,AYODHYA,,
31,9,UTTAR PRADESH,3150,185.0,SULTANPUR,377477,526751,206517,289660,75946,615,4682957,5016725,1216787,11119,2419503,47,246.449488592655,3251,106690,115763,410,12,33223,17903,15320,62.51,32,43.54,17653.6999724719,12363.6931065999,4731.429215872,558.57765,SULTANPUR,,
31,9,UTTAR PRADESH,3151,182.0,SIDDHARTH NAGAR,381007,526541,256410,360733,84838,21,5883585,6031240,1432188,374,3523693,38,251.500639604791,1516,156199,172500,229,7,31451,20634,10817,72.95,14,62.49,19700.143595824,15168.6071761,4083.127279724,448.40914,SIDDHARTH NAGAR,,
31,9,UTTAR PRADESH,3152,164.0,MAHARAJGANJ,377446,533841,227405,337850,75872,1746,4965261,4673468,1061808,20037,2526665,35,253.101812392852,1665,131636,154101,341,0,38710,26734,11976,65.54,19,47.29,15649.964861728,11828.6322096,3366.098892128,455.23376,MAHARAJGANJ,,
31,9,UTTAR PRADESH,3153,131.0,BASTI,412138,516170,287292,364054,97562,52,7805136,6286115,1702892,990,3308744,40,253.580129488564,2112,157007,174730,292,3,38817,24378,14439,75.24,16,52.21,24518.701350941,15940.3385568,8021.88175414101,556.48104,BASTI,,
31,9,UTTAR PRADESH,3154,148.0,GORAKHPUR,353710,472409,186502,259004,91347,359,4684517,5440048,1908412,8559,2715061,46,250.441680930021,6640,117207,128007,187,13,32620,21451,11169,74.19,17,55.92,18068.093111141,13624.1476546,3620.170756541,823.7747,GORAKHPUR,,
31,9,UTTAR PRADESH,3155,137.0,DEORIA,229027,286671,121741,153849,38263,5651,2486035,2655410,618600,99049,1113737,40,250.454452585476,758,65811,70155,93,38,25223,19653,5570,78.94,12,59.29,9057.378380417,6650.5925794,1946.819601017,459.9662,DEORIA,,
31,9,UTTAR PRADESH,3156,168.0,MAU,255001,360643,143143,212776,77454,2922,2667627,3330375,1210361,46797,1767720,40,250.704871580527,1182,81818,94150,539,17,26329,15362,10967,74.65,26,50.8,11061.19441266,8349.41236689998,2370.98696576,340.79508,MAU,,
31,9,UTTAR PRADESH,3157,123.0,AZAMGARH,464374,651676,277749,384831,147977,850,6667721,6519202,2360688,13575,3100833,46,250.847362444054,6125,141473,154952,115,61,43942,26513,17429,79.04,22,67.01,24191.03625886,16353.2462694,6578.99845946,1258.79153,AZAMGARH,,
31,9,UTTAR PRADESH,3158,152.0,JAUNPUR,493284,665845,300691,405489,145478,32,6895847,6453867,2214016,318,3348368,43,250.429088248952,2138,147246,155888,677,25,57897,30229,27668,78.1,45,65.92,23420.702580495,16162.3602849,6555.380165595,702.96213,JAUNPUR,,
